,camptothecin (GDSC2:1003),vinblastine (GDSC2:1004),cisplatin (GDSC2:1005),cytarabine (GDSC2:1006),docetaxel (GDSC2:1007),gefitinib (GDSC2:1010),navitoclax (GDSC2:1011),vorinostat (GDSC2:1012),nilotinib (GDSC2:1013),olaparib (GDSC2:1017),axitinib (GDSC2:1021),AZD7762 (GDSC2:1022),afatinib (GDSC2:1032),PLX4720 (GDSC2:1036),KU-57788 (GDSC2:1038),doramapimod (GDSC2:1042),Wee1 Inhibitor (GDSC2:1046),nutlin-3 (GDSC2:1047),mirin (GDSC2:1048),PD-173074 (GDSC2:1049),ZM 447439 (GDSC2:1050),alisertib (GDSC2:1051),Ro-3306 (GDSC2:1052),MK-2206 (GDSC2:1053),palbociclib (GDSC2:1054),NVP-BEZ235 (GDSC2:1057),GDC-0941 (GDSC2:1058),AZD8055 (GDSC2:1059),PD-0325901 (GDSC2:1060),obatoclax (GDSC2:1068),5-fluorouracil (GDSC2:1073),dasatinib (GDSC2:1079),paclitaxel (GDSC2:1080),crizotinib (GDSC2:1083),WY-090217 (GDSC2:1084),sorafenib (GDSC2:1085),BI-2536 (GDSC2:1086),irinotecan (GDSC2:1088),oxaliplatin (GDSC2:1089),BMS-536924 (GDSC2:1091),PF-4708671 (GDSC2:1129),APR-246 (GDSC2:1131),erlotinib (GDSC2:1168),niraparib (GDSC2:1177),MK-1775 (GDSC2:1179),dinaciclib (GDSC2:1180),gemcitabine (GDSC2:1190),bortezomib (GDSC2:1191),GSK 269962A (GDSC2:1192),SB 505124 (GDSC2:1194),tamoxifen (GDSC2:1199),YK-4-279 (GDSC2:1239),FK-866 (GDSC2:1248),BMS-345541 (GDSC2:1249),AZ960 (GDSC2:1250),talazoparib (GDSC2:1259),trametinib (GDSC2:1372),dabrafenib (GDSC2:1373),temozolomide (GDSC2:1375),ruxolitinib (GDSC2:1507),linsitinib (GDSC2:1510),epirubicin (GDSC2:1511),pevonedistat (GDSC2:1529),AZD8931 (GDSC2:1549),uprosertib (GDSC2:1553),LCL161 (GDSC2:1557),lapatinib (GDSC2:1558),AUY922 (GDSC2:1559),alpelisib (GDSC2:1560),taselisib (GDSC2:1561),CS-1421 (GDSC2:1564),leflunomide (GDSC2:1578),entinostat (GDSC2:1593),OSI-027 (GDSC2:1594),LGK-974 (GDSC2:1598),VE-822 (GDSC2:1613),WZ4003 (GDSC2:1614),AZD5582 (GDSC2:1617),GSK2606414 (GDSC2:1618),PCI-34051 (GDSC2:1621),wnt-c59 (GDSC2:1622),I-BET-762 (GDSC2:1624),Apabetalone (GDSC2:1625),OTX015 (GDSC2:1626),ML323 (GDSC2:1629),GS-9973 (GDSC2:1630),PRT062607 (GDSC2:1631),AGI-6780 (GDSC2:1634),AZD4547 (GDSC2:1786),ibrutinib (GDSC2:1799),Oxyphenisatin acetate (GDSC2:1804),oxaliplatin (GDSC2:1806),carmustine (GDSC2:1807),topotecan (GDSC2:1808),teniposide (GDSC2:1809),mitoxantrone (GDSC2:1810),dactinomycin (GDSC2:1811),fludarabine (GDSC2:1813),nelarabine (GDSC2:1814),fulvestrant (GDSC2:1816),vincristine (GDSC2:1818),docetaxel (GDSC2:1819),Podophyllotoxin bromide (GDSC2:1825),Dihydrorotenone (GDSC2:1827),Elephantin (GDSC2:1835),Sinularin (GDSC2:1838),BI-97C1 (GDSC2:1849),OF-1 (GDSC2:1853),GTPL8020 (GDSC2:1855),BDP-00009066 (GDSC2:1866),buparlisib (GDSC2:1873),BVD-523 (GDSC2:1908),venetoclax (GDSC2:1909),ABT737 (GDSC2:1910),dactinomycin (GDSC2:1911),GSK2110183C (GDSC2:1912),AZD3759 (GDSC2:1915),AZD5363 (GDSC2:1916),AZD6738 (GDSC2:1917),AZD8186 (GDSC2:1918),osimertinib (GDSC2:1919),cediranib (GDSC2:1922),GDC 0068 (GDSC2:1924),GDC 0810 (GDSC2:1925),GNE317 (GDSC2:1926),I-BRD9 (GDSC2:1928),MST-312 (GDSC2:1930),MIRA-1 (GDSC2:1931),NVP-ADW742 (GDSC2:1932),P22077 (GDSC2:1933),savolitinib (GDSC2:1936),UMI-77 (GDSC2:1939),WIKI4 (GDSC2:1940),YM-155 (GDSC2:1941),MIM-1 (GDSC2:1996),WEHI-539 (GDSC2:1997),BPD-00008900 (GDSC2:1998),foretinib (GDSC2:2040),BIBR-1532 (GDSC2:2043),Pyridostatin (GDSC2:2044),AMG-319 (GDSC2:2045),SCH900776 (GDSC2:2046),BVD-523 (GDSC2:2047),vinorelbine (GDSC2:2048),VX-11e (GDSC2:2096),uprosertib (GDSC2:2106),AZ6102 (GDSC2:2109),GSK3203591 (GDSC2:2110),VE 821 (GDSC2:2111),AZD6482 (GDSC2:2169),AT13148 (GDSC2:2170),BMS-754807 (GDSC2:2171),JQ1-(+) (GDSC2:2172)
ACH-000697,,-8.019820481,-0.209083047,-1.932681421,-8.453845392,,2.689641385,-0.470752205,,,,-2.379803607,1.131242304,,,,-0.32058329,1.055127363,4.143767629,,,,,,1.025407924,-5.249434755,2.20099461,,,0.969015889,-0.653293121,,,,-8.379813806,1.923936356,,,0.705704153,0.96939883,,4.637645768,,,-1.55552654,-5.07638841,-7.051817572,,,,,0.34147313,,2.70906676,-0.622632318,0.595073253,,,,,,-5.438524093,-2.675715321,,,,2.277018101,-6.091545014,,,,5.127882314,-0.248039306,,,2.106470915,1.84719217,2.395877855,,,,-0.629323248,,-2.817564441,,3.318227352,1.806631861,,,,,2.973925894,,-4.392229311,-4.631412904,-2.668520071,,,,,-5.320809559,-7.199396144,-3.020466789,,1.258430071,,-4.164843349,,3.254664417,1.288307117,0.414240198,1.812915719,,3.028046983,,,,,-0.993424997,,,2.925604058,,,-1.583021859,3.260335067,-1.982702986,1.915712625,2.698752769,2.16503614,,2.350278047,,-5.921648892,3.203410579,,,0.497118716,,3.062949899,,0.441298322,,-8.016353071,2.101578138,2.349469159,1.654607526,,,,,,
ACH-000698,-4.451922293,,,,,,-6.412326336,,,,,,2.96868472,,,,,,,,,,,,,,,,,2.229178116,,,,,,1.702330239,,,,,,,,,,-3.200431215,,,,,,,,,,,,,,,,-0.117286708,,,,,,,,,,,,,3.290544212,,,,,,,,,,,,,,,,,,,-1.726410125,1.285774506,,,,,,,,,-2.979632146,,,,,,,,,,-2.335125729,-6.694433705,,,,,,,,,,,,0.372808983,,,,,,,-1.613992887,,,,1.855713096,,,,,,,,,,,,,,,
ACH-000699,,-7.513763649,,,,,,,3.203062034,,,,3.1006205,,,,1.532938239,,,,3.175479712,,,,,,,,,,,,,3.117221786,,,2.34569705,,,2.693061857,,,,,0.92002542,,,-6.646368471,,,3.115276642,,,,,,,,,,,,,,,,2.997296189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.863014392,1.493090014,,,,-5.445821422,,,,,,,2.133006609,,,,,,,2.920339671,,,,,-3.495499633,,,,1.078111589,,,,,,,,,,,,,,,
ACH-000702,,,,,,,-3.170680592,-0.204165198,,,,-1.188991544,1.421064386,,,,0.158186907,,4.875464965,,,,,,,,,,,3.248532536,,,,,,2.643500029,,,,0.307436057,,1.990444272,,,-0.752931855,-5.403053907,,-7.853595212,,,,,-5.583469228,3.208402733,-4.081984599,,,,,-1.502859711,,-0.80725064,0.689560416,,,,2.144376518,-5.299016729,,,,6.62247432,1.489719212,,,,,2.805470074,,1.754808813,3.236730714,-0.840767622,,-2.626408677,,,1.095357639,,,,,,,-0.276027862,0.608947113,,,,,,-3.535645655,,-1.422165652,,3.964916878,,-1.949582104,,0.692819508,2.726069969,2.298937577,,,-1.745615527,-6.863511585,,,,,,,2.226505243,,,-0.691058488,2.004058937,-2.373039458,,,,,3.05673845,,-5.906907697,,-4.837930384,,2.124768118,,1.614427698,,,,,,2.756108038,3.174711159,,,,,,
ACH-000703,-6.329272851,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.229571433,2.525501615,,,,,,,-3.922064053,,,,,,,,,,,,,,,,,,,3.313905823,,,,,,,,0.342807373,,,,,1.32396785,,,,,,,,,,,,,,,,-3.870368047,-3.353176548,-1.183792266,,,,,,,,,,,0.541130221,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACH-000704,,,1.73005082,,,,,2.667349346,,,,,,,,,,,,,,,,,,,,,,2.744771096,,,,,,,,,,,,,,,,-2.805856206,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.835679669,,,,,,,0.297314609,,-0.941427947,,4.194940834,,-1.732563191,,,,1.199844068,,,3.275972921,-3.311137328,,,,,,,,,,,,,,,,,,,-1.82650891,,,,,,,,,,,,,,,,,,,
ACH-000706,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.001185019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACH-000711,,-7.922836084,,,-7.38536942,,,2.639038538,,,,0.266084598,3.119041954,,,,,,,,3.172506082,,,,,,2.877082002,,,2.63774134,,-0.975917501,,,,,-4.882832252,,,3.282707441,,,,,2.149317461,,,,,,,1.983028179,,,,,,,,,,,,,,,2.842389651,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-4.800853767,-7.436176599,-1.768344266,,,,,,,,0.591305333,,,,-6.508286265,,,,,,,,,,0.457561252,,,,,,,,,-4.219211537,,,,2.439615822,,,,,,,,,,,,,,,
ACH-000716,,,,,,,,,,,,1.514732692,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.224361768,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.493182505,,,,,,,,,,,,,,,,,,,,,,,,,,,-4.610459519,,,,,,,,,,,,,,,,,,,
ACH-000717,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-6.318117614,,,,,,,,,,,,,,,,,,,,,,,,,1.829462686,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.886739611,,,,,,,,,,,,,,,,,,,,,,,,,,,-6.456375951,,,,3.184466915,,,,,,,,,,,,,,,
ACH-000719,,,,,,,1.585622284,1.897535323,,,,,2.679690059,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.718744901,,,-7.250741856,,,,,,,,,,,,,,-0.475388343,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.400903155,-5.930940075,,,,,,,2.463433288,,,,,,,3.303461995,,,,,-5.020401098,,,,2.488624713,,,,,,,,,,,,,,,
ACH-000720,,,,,,,,2.595723794,,,,0.712019586,,,,,,,,,,,,,,,,,,3.222077571,,,,,,,,,,2.290185038,,,,,0.835509452,,,-6.872652217,,,,,,,,,,,,,,-0.306744944,,,,,,-1.015743841,,,,,3.1579237,,,,,,,,,,,,,,,,,,,,,,1.434052901,,,,,,,,,,,,,,,,1.751457628,,,2.445619013,-5.766462679,,,,,,,3.080849467,,,,,,,3.106148108,,,,,-5.685832519,,,,2.309260904,,,,,,,,,,,,,,,
ACH-000722,,,,,,,,2.370347177,,,,,,,,,,,,,,,,2.704921719,,,,,,,,,,2.121559472,,,,,,,,,,,,-4.700766384,,-6.647795675,,,,,-4.907170049,,,,,,,,,,,,,,,,,1.481706022,,,0.931747656,,,,,,,,,,,,,,,,3.148683133,,-1.383836444,,,,,,,,,,,,,,,,,,,,,,,,-5.083396632,1.837819241,,,,,,,,,1.540991369,,,,2.407672599,,,,,-0.781080365,,,,1.903047688,,,,,-0.298106937,,,2.098677914,,,,,,-1.637853057,
ACH-000724,,,,,,,0.506229387,,,,,0.148594938,,,,,,,,,,,,,,,,,,2.876410216,,,,,,,,,,,,,,,2.300559013,,,-5.726825942,,,,,-6.14175481,,,,,,,,,,,,,,,,,,,6.461684158,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3.565777739,,,,,,,,,,,,2.621245778,,,,,3.228425414,,,,,,,,,,,,,,,,,,,,,
ACH-000725,,,,,,,3.045893587,1.745099876,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACH-000727,,,,,,,0.831500636,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.514409753,-1.284581632,,,,,,,,,,,,,,,,,,,-1.975826062,,,,3.262250988,,,,,,,,,,,,,,,
ACH-000729,,,,,,,,0.600958825,,,,0.537656249,,,,,2.382297221,,,,,,,,,,,,,1.813632502,,,,,,1.813178,,,,2.302008925,,4.799201629,,,-0.195553541,-4.933341994,,-7.249787534,,,,,,,,,,,,,,,-4.721361839,,,,2.465336161,,,,,,1.498756602,,,,,2.946382166,,,,,,,,,,,,,,,,,,,,,,,,,,,3.583114617,,-2.226094025,,3.508239803,3.286278342,1.470162638,,-3.615119897,-3.505457363,-7.78696652,,,,,,,3.018913835,,,,,-2.516639848,,3.103971704,,,2.773129916,,-6.416024259,2.666998352,-1.681898765,,,,,,,,,,,,,,,,,
ACH-000730,-3.383339421,,,,,,,,,,,,,,,,,,6.502429228,,,,,,,,,,,-0.601747634,,,,,,,,,,,,4.715800186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.65815286,,,,3.062246352,0.667790658,,,,,,,,,,,,,,,,0.067606898,,,,,,,-4.539533785,,,,4.259099257,,-0.2322067,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACH-000733,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-5.345482859,,,,,,,,,,,,,,,,,,,
ACH-000738,,,,,,,,2.317580829,,,,2.304350983,,,,,,,,,,,,,,,2.931092118,,,1.329528919,,,,,,3.256864597,,,,2.108281895,,,,,,,,-7.340448041,,,,,,,3.31210916,1.572290058,,,,,,,-0.621512704,,,,3.207981712,-3.511046113,,,,,,,,,,,,,,,,,,,,,,,,,,0.56986892,,,,,,,,,,-4.144115763,,,0.941630934,,,,1.314401054,,,,-6.015441371,,,,,,,2.549525679,,,1.237052292,,1.908412491,,3.084741691,,,,,-6.131488121,,,,2.186156213,,,,,,,,,,,,,,,
ACH-000740,-3.564932371,,,,,,2.54404047,3.268829108,,,,,3.02459481,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-4.955638732,-3.212498882,-7.322544299,,,,,,,,,,,,,,,0.345907773,,,,,-4.206504108,,,,,,,,,,,,,,,,,,,,,,,-0.785787919,,,-0.191853618,0.539912615,-0.21219665,,,,,,,,,,,0.829935677,,,,,,,,-6.768529571,,,,,,,,,,,,1.462359629,,,,,,,-4.888390398,,,,2.663671735,,,,,,,,,3.260021237,,,,,,
ACH-000743,,,,,,,-2.242526215,,,,,,1.874789699,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-6.496880602,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACH-000744,-6.528016778,,,0.714784722,,,,2.732051279,,,,0.937607204,,,,,,,4.012798287,,,,,,,,1.023757618,,,2.666488806,,,,,,,,0.683331817,,,,,,,,-4.836891532,,,,,,,,,,3.239880407,,,,,,-2.890414009,-1.530399442,-0.166032678,,,,,,,,,1.623534651,,,,,,,,,,,,,,,,,-0.970696976,-0.799697363,,,-3.557508935,-1.99207773,-4.186952255,,,,,,,,,,,-1.884201908,,,,1.361087839,,,,-5.37614075,,,,,,,,,,0.139320928,,2.06312172,,,,,,,-1.972264843,,,,2.12873181,,,,,,,,,,,,,,,
ACH-000745,,-6.123474378,,,,,2.33761959,0.210669738,,,,-1.045850875,,,,,1.322681708,2.7707572,5.677268354,,,,,1.432736783,,-3.303562364,-0.612471775,,,1.070061624,,,,,-9.063266303,3.157353433,,,,2.469545515,,1.743104339,,,-0.6149031,-6.375072498,-6.209360217,-6.29419829,,,,3.546415151,,1.87520841,2.082817336,,,,,,1.91604137,-2.791640996,-0.192965353,,1.422645239,,,-5.586872227,,-1.074764343,,,0.311741294,,,,,3.207300912,,,,2.231431933,,-1.222100784,,,1.835679323,,,,,3.176521096,,0.256412157,,-1.24309532,,,,,-5.330634261,-2.593931127,-1.55609874,,3.161357257,,-1.88974556,,3.617457664,1.727118839,1.07533928,,,,-6.648007907,,,,,,,3.212290028,,,-1.270476447,,-0.319037151,,1.52198291,3.243498768,,2.289455214,,,,,,0.332244407,,2.041264743,,1.161174536,,-8.261790309,,1.758983782,3.140685904,,,,,,
ACH-000747,-4.454694278,-9.236732109,,,-8.081831201,,,,,,,-1.657229367,1.216046974,,,,1.301754023,,,,,,,,,,,,,,,-1.757310701,-6.856080348,,,2.689955806,,2.344692555,,3.149123994,,,,,-1.766539035,,-6.963241653,-7.511618443,,,,0.555555703,-4.997050207,,,,,,,,,-2.068822061,-4.119915002,,,,,-5.976567221,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.27079362,,,,-5.603110195,,,,2.291150375,,,,,,-0.016929523,,-0.556414287,,,,,2.505512873,,-6.300062683,,,,2.206051664,,1.85079204,,,,-8.588358324,,,,,,,,,
ACH-000748,-3.49536979,-7.752211941,,,-6.86473072,,3.143989514,,,,,0.923227562,2.767221172,,,,2.771368918,1.371571692,,,,,,,,,,,,,,,,,,3.2009094,,2.624263647,,2.599824734,,,,,,,-1.256628309,-6.45849906,,,,,-7.978994174,,,,,,,,,-1.021716812,,,,,,-4.79427472,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.639294571,1.094051956,,,,-6.550850995,,,,,,,2.693579492,,,1.383623712,,,,2.818005577,,,3.161145465,,-3.914408509,,,,2.382711222,,,,,,-5.701389282,,,2.58937343,,,,,,
ACH-000749,,-6.813826739,,,-8.036220955,,3.088445545,1.750875811,,,,0.859086482,,,,,2.316088254,,6.560575307,,,,,1.909602869,,-3.527401029,0.819263202,,,1.033284051,,,,,,2.744264053,,,,,,4.874181676,,,0.68135176,-5.354024697,,-7.419933459,,,,1.080534707,,,0.231474209,,,,,,,,,,1.485382654,,3.237712833,,,,,,,,,,,3.116904927,,,,,,,,,,,,,,,,,1.148195902,,,,,,-5.571801222,,-3.010701505,,3.98717904,,-1.792990626,,,2.22810285,0.655238296,,,,-6.572374814,1.046133146,,1.344106705,,,,2.865453542,,,0.282383057,,-1.292005543,,,,,,,,,,,-0.547653533,,2.240049729,,,,-6.35258922,3.300008336,1.377584259,2.24097969,,,,,,
ACH-000750,,,,,,,3.176676923,2.288680739,,,,0.119240475,2.637081614,,,,2.476079386,,5.925121201,,,,,,,-4.157193944,2.395566848,,,-0.857036816,,-1.425364792,,,,3.272628253,,,,1.730048256,,4.509802841,,,0.980449732,-6.276891721,-4.547486475,-7.698357337,,,,,,3.130029378,-1.090724096,,-2.677666512,,,,,-2.867995985,-3.133945788,,,,2.830470519,-6.230009348,,,-0.735530464,,0.994886902,,,,,1.58003498,,,,1.462078058,,-1.562484427,,,2.150519719,,,,,,,-1.693448001,,-1.642537671,,,,,-6.257129464,,-3.010431699,,2.922822174,,-3.277604696,,,2.742705126,0.174973624,0.538299152,,,-8.70179796,,,,,,,2.074977508,,,0.473297395,,-0.507861387,,3.037394418,,,1.927848573,,,,,,0.971070161,,,,,,,0.89322128,,2.202676772,,,,,,
ACH-000751,,-7.971109035,1.524170129,-3.281020568,-9.429175509,,-1.673093364,-0.073174971,,,,-1.908463278,1.875310646,,,,0.543882505,,,,,-5.17613734,,,,-5.125358968,,,,1.122109915,,,-8.006784207,,,2.456865829,,,,-1.293946256,,4.666066422,,1.988004727,-1.367030466,-4.473115484,-6.759945047,,,,,0.596147853,,,-1.291119447,-0.424670635,-4.906166335,,,-1.876152135,,-4.123792209,-3.819068911,,,,3.20381699,-5.583690784,,,1.926192099,,0.879170215,,,-0.828494087,,,,,,1.565416199,,-1.340014982,,,,,,,,,,-4.901320563,-1.408740263,-2.860315365,,,,,-6.259998541,-6.819100641,-2.758285083,,3.889893305,,-0.988807281,,,2.307318134,0.334207871,2.075389199,,-0.415408342,-8.744904993,,,,-0.322235811,,,2.586158181,,,-0.921330214,3.162345652,-0.006349146,,2.762965276,3.189185669,,2.497129014,,-4.686300325,,-3.69812762,,1.637923667,,,,2.159109183,,-7.662733854,1.993775418,,2.369747078,,1.607680411,,,,
ACH-000752,,,,,,,,2.093687433,,,,3.075964331,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.818812839,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.722240905,,,,,,,,,,,,,,,,,,,
ACH-000754,-4.839169186,-8.301453669,,-1.863803757,,,-0.151468023,1.008232522,,,,-0.86269535,2.487350803,,,,-0.073368778,,6.578912552,,,,,,,,,,,2.747335866,,,,,,2.53626272,,3.259840675,,2.981776825,,4.196059539,,,-1.863210941,-4.656559418,-7.003275937,-7.393076868,,,,0.658232645,,,,,,,,,,-5.310995858,1.246152935,,,,,,,,,,1.827536671,,,2.316494277,,3.321203472,,,,,,,,,,,,,,,,0.277696565,-3.555857,-2.311207461,,3.558449498,,,-4.494901092,,-3.219823932,,,,0.146096998,,,2.204700514,0.542691577,,,0.5767949,-6.415090901,,,,2.614762893,,,2.045184933,,,1.020135183,,0.852252926,,2.34320333,,,2.007566748,,-4.549608464,,-0.34272682,,3.213047834,,,,,,-6.104096333,,,,,,,,,
ACH-000755,,,,,,,,,,,,,-5.984381371,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.997584624,,,,,,,,,,,,,,,,,,-0.184222557,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACH-000756,-4.825837329,-7.740292467,2.164373072,,-7.090700596,,3.021497171,1.771139803,,,,-1.500101538,3.030788463,,,,1.546504837,,,,,,,,,-2.95674284,2.024090393,,,2.619404816,,,,,,,,3.059997853,,,,,,,-0.408205815,-5.721702629,,-7.452023222,,,,1.347510998,-7.114732932,,1.846424025,,,,,,,-1.107588418,,,,,,-5.098557991,,,,,3.24749865,,,,,3.171586665,,,,,,,,,,,,,,,,-0.413351905,0.619976289,,,,,,-5.163635816,-5.796051534,-3.151684662,,,,-1.787599283,,,,0.806260677,,,,-6.80786207,,,,1.887972901,,,3.004923476,,,,,-0.576468829,,,,,3.224345006,,,,,,,,,,,,-6.761298648,,,2.030603733,,,,,,
ACH-000757,,,,,,,,,,,,,,,,,,,5.413071172,,,0.08282907,,,,,,,,-0.55816282,,,,,,,,,,,,,,,,-4.834703713,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.604332332,,,,,,,,,,,,-0.206833083,,,,0.668135535,,,,,,,,,,,,-2.471922184,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACH-000759,,,,,,-0.033975728,3.173425758,2.405192659,,,,1.732655028,-5.087789061,,,,2.70350988,,,,,,,,,-2.870667562,0.521950207,,,,,,,,,2.335913092,,,,,,,0.301033407,,,,,,,,,,,,,,,,,,,-0.222451875,,-2.597803306,,,-1.690849594,,,0.51517554,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.18158246,,,,-4.685104695,0.610918231,,3.06398982,,,-2.885426802,,,,-1.197432642,,-0.917528161,,,,,1.088233167,,-2.63521441,,,,2.839181842,,,,,,,,2.193912514,3.153953247,,,,2.330214456,,
ACH-000763,-5.36396257,-8.160265557,,,-8.551855231,,-0.984386846,0.564260613,,,,-0.395458068,2.792607754,,,,2.245489357,2.84434404,6.079680135,,,,,-1.625975029,,-3.811708928,-1.278946381,,,2.399061277,,,-6.746869661,,,,,1.867342481,,-1.698819847,,3.416332528,,,-0.8990019,-5.792751573,-2.490149938,-8.187046271,,,,2.528835942,,3.205723732,,2.440023768,,2.306560997,,,-0.993211654,-4.541096083,-0.100985586,,-2.145358065,,,,0.981262768,-2.905573714,,,-0.113210869,,,,,2.525292418,,,,,,,,,2.050864163,,,,,,,-3.84781147,-2.832602162,-5.382298853,,,,,-4.334927516,-7.241923158,-1.289462902,-0.586694875,3.651340054,,-1.224103012,,,2.006287635,0.330402104,,,-1.348020329,-6.778862224,-1.906003983,,-1.804603275,3.147542852,2.200640601,,,-0.986637967,,-2.246736502,,0.290933968,,-1.022584441,,,2.1180112,,,,-2.09919613,,0.698436417,,,,1.649957728,,-7.854834161,,-2.750481181,3.0720163,,,,,,
ACH-000766,-3.520507704,-7.331190383,,,-7.923731362,,2.70259348,1.842754797,,,,-0.077538709,0.996765611,,,,2.698361049,,,,,,,,,-3.129585867,-0.690069109,,,,,-1.320774778,,,,2.394485003,,2.389479248,,0.861294283,,,,,0.026551929,,,-6.984548855,,,2.969096338,2.473439328,,,,,,,,,,-0.085842902,,0.830185986,,,0.831030211,,1.481396624,-0.918653808,1.180387533,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.845023419,-0.294856567,,,1.551600659,-7.028545733,1.30117502,,2.666784293,-0.181795254,2.885050789,-0.884111478,1.935231643,,,-2.250707284,,-0.123686848,,1.966428352,,,,,-3.41721707,,,,0.734516226,,,,,-0.750624597,-5.700031277,,2.811702214,3.298585892,,,,,,
ACH-000767,-6.902206914,-5.671305677,0.441503095,,,,-1.334989766,1.221012534,,,,1.512369149,2.808429518,,,,,,,,,,,,,,,,,2.17360816,,,,,,,,-1.380367485,2.145861987,,,,,2.0603397,,-5.299947824,-2.267271906,-6.938699133,,,,,-8.235479699,2.712754428,-1.206344931,,,,,,,-0.392634035,-2.623064779,,,,,,,,,,1.198838668,,,,,2.963458679,,,,-0.480339432,,-3.002818497,4.033661578,,,,,,,3.018912131,,-2.569100181,-3.167594196,-1.206246672,,4.2871953,,,-5.643469893,-6.46815965,-3.193868665,-3.561509703,,,-1.466893809,,,3.233490476,0.601189575,,,-2.99579759,-3.700184936,,,,,,,,,,,,-0.826317067,,,,,,,-4.846079872,,,,,,,,,,-7.808240924,,,2.683375803,,,,,,
ACH-000768,,,,,,,1.863671648,,3.321023514,,,0.667311796,2.672786322,,,,1.742806104,,6.599318284,,,,,,,,,,,,,,,,,2.990831553,0.458424498,,,,,4.456424458,,,1.976927444,-6.087127722,,-7.823105335,,,,,-6.724631769,,,,,,,,,-1.87789985,0.837859609,,,,2.88637712,,,,,,2.26854634,,,0.842515438,,,,,,,,,,,,,,,,,,0.943977827,0.037261989,0.047711371,,-1.122139514,,,-0.659581019,,,,3.229353317,,2.218408651,,,2.663594452,,,,2.953389814,-7.188165602,,,,,,,,,,,,-0.719247496,,,,,3.176515812,,,,,,2.935890987,,,,,,,,,,,,,,,
