,camptothecin (GDSC2:1003),vinblastine (GDSC2:1004),cisplatin (GDSC2:1005),cytarabine (GDSC2:1006),docetaxel (GDSC2:1007),gefitinib (GDSC2:1010),navitoclax (GDSC2:1011),vorinostat (GDSC2:1012),nilotinib (GDSC2:1013),olaparib (GDSC2:1017),axitinib (GDSC2:1021),AZD7762 (GDSC2:1022),afatinib (GDSC2:1032),PLX4720 (GDSC2:1036),KU-57788 (GDSC2:1038),doramapimod (GDSC2:1042),Wee1 Inhibitor (GDSC2:1046),nutlin-3 (GDSC2:1047),mirin (GDSC2:1048),PD-173074 (GDSC2:1049),ZM 447439 (GDSC2:1050),alisertib (GDSC2:1051),Ro-3306 (GDSC2:1052),MK-2206 (GDSC2:1053),palbociclib (GDSC2:1054),NVP-BEZ235 (GDSC2:1057),GDC-0941 (GDSC2:1058),AZD8055 (GDSC2:1059),PD-0325901 (GDSC2:1060),obatoclax (GDSC2:1068),5-fluorouracil (GDSC2:1073),dasatinib (GDSC2:1079),paclitaxel (GDSC2:1080),crizotinib (GDSC2:1083),WY-090217 (GDSC2:1084),sorafenib (GDSC2:1085),BI-2536 (GDSC2:1086),irinotecan (GDSC2:1088),oxaliplatin (GDSC2:1089),BMS-536924 (GDSC2:1091),PF-4708671 (GDSC2:1129),APR-246 (GDSC2:1131),erlotinib (GDSC2:1168),niraparib (GDSC2:1177),MK-1775 (GDSC2:1179),dinaciclib (GDSC2:1180),gemcitabine (GDSC2:1190),bortezomib (GDSC2:1191),GSK 269962A (GDSC2:1192),SB 505124 (GDSC2:1194),tamoxifen (GDSC2:1199),YK-4-279 (GDSC2:1239),FK-866 (GDSC2:1248),BMS-345541 (GDSC2:1249),AZ960 (GDSC2:1250),talazoparib (GDSC2:1259),trametinib (GDSC2:1372),dabrafenib (GDSC2:1373),temozolomide (GDSC2:1375),ruxolitinib (GDSC2:1507),linsitinib (GDSC2:1510),epirubicin (GDSC2:1511),pevonedistat (GDSC2:1529),AZD8931 (GDSC2:1549),uprosertib (GDSC2:1553),LCL161 (GDSC2:1557),lapatinib (GDSC2:1558),AUY922 (GDSC2:1559),alpelisib (GDSC2:1560),taselisib (GDSC2:1561),CS-1421 (GDSC2:1564),leflunomide (GDSC2:1578),entinostat (GDSC2:1593),OSI-027 (GDSC2:1594),LGK-974 (GDSC2:1598),VE-822 (GDSC2:1613),WZ4003 (GDSC2:1614),AZD5582 (GDSC2:1617),GSK2606414 (GDSC2:1618),PCI-34051 (GDSC2:1621),wnt-c59 (GDSC2:1622),I-BET-762 (GDSC2:1624),Apabetalone (GDSC2:1625),OTX015 (GDSC2:1626),ML323 (GDSC2:1629),GS-9973 (GDSC2:1630),PRT062607 (GDSC2:1631),AGI-6780 (GDSC2:1634),AZD4547 (GDSC2:1786),ibrutinib (GDSC2:1799),Oxyphenisatin acetate (GDSC2:1804),oxaliplatin (GDSC2:1806),carmustine (GDSC2:1807),topotecan (GDSC2:1808),teniposide (GDSC2:1809),mitoxantrone (GDSC2:1810),dactinomycin (GDSC2:1811),fludarabine (GDSC2:1813),nelarabine (GDSC2:1814),fulvestrant (GDSC2:1816),vincristine (GDSC2:1818),docetaxel (GDSC2:1819),Podophyllotoxin bromide (GDSC2:1825),Dihydrorotenone (GDSC2:1827),Elephantin (GDSC2:1835),Sinularin (GDSC2:1838),BI-97C1 (GDSC2:1849),OF-1 (GDSC2:1853),GTPL8020 (GDSC2:1855),BDP-00009066 (GDSC2:1866),buparlisib (GDSC2:1873),BVD-523 (GDSC2:1908),venetoclax (GDSC2:1909),ABT737 (GDSC2:1910),dactinomycin (GDSC2:1911),GSK2110183C (GDSC2:1912),AZD3759 (GDSC2:1915),AZD5363 (GDSC2:1916),AZD6738 (GDSC2:1917),AZD8186 (GDSC2:1918),osimertinib (GDSC2:1919),cediranib (GDSC2:1922),GDC 0068 (GDSC2:1924),GDC 0810 (GDSC2:1925),GNE317 (GDSC2:1926),I-BRD9 (GDSC2:1928),MST-312 (GDSC2:1930),MIRA-1 (GDSC2:1931),NVP-ADW742 (GDSC2:1932),P22077 (GDSC2:1933),savolitinib (GDSC2:1936),UMI-77 (GDSC2:1939),WIKI4 (GDSC2:1940),YM-155 (GDSC2:1941),MIM-1 (GDSC2:1996),WEHI-539 (GDSC2:1997),BPD-00008900 (GDSC2:1998),foretinib (GDSC2:2040),BIBR-1532 (GDSC2:2043),Pyridostatin (GDSC2:2044),AMG-319 (GDSC2:2045),SCH900776 (GDSC2:2046),BVD-523 (GDSC2:2047),vinorelbine (GDSC2:2048),VX-11e (GDSC2:2096),uprosertib (GDSC2:2106),AZ6102 (GDSC2:2109),GSK3203591 (GDSC2:2110),VE 821 (GDSC2:2111),AZD6482 (GDSC2:2169),AT13148 (GDSC2:2170),BMS-754807 (GDSC2:2171),JQ1-(+) (GDSC2:2172)
ACH-000769,,,,,-7.936100528,,2.682724735,1.797428571,,,,1.485595386,3.233062966,,,,,,,,,-4.631196413,,,,,,,,,,,,,,,,,,3.292463072,,,,,0.349627967,-3.879055232,,,,,,2.007195482,-7.032601863,,-1.130555919,,,,,,,-0.766768215,,,,,,,,,,,,,,,,2.808805466,,,,,,,,,,,,,,,,,0.60036992,,,,,,-5.982987485,,-2.905830467,,,,-1.267112202,,,3.22967854,0.372710453,,,2.963584899,-4.675480426,,,,,,,2.403217637,,,,,,,,,,,,-1.599314833,,,,0.084369,,,,,,-8.150736467,,,2.426044076,,,,,,
ACH-000770,-5.343281332,-8.073677068,,,-7.848794673,,-0.023817771,1.51065772,,,,-2.928718937,1.43660373,,,,1.879647952,,,,,,,,,,,,,,,,-6.753003825,,,3.125133212,,2.91319907,,,,,,,-1.307837954,,-3.089920793,-5.931481653,,,,0.893749722,-8.737796112,,,,,,,,,-2.100980535,-1.377680339,,,,,-5.072526334,,2.413545527,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.313515901,,,-1.070236318,-5.585022053,,,,1.303522669,,,3.196134227,,,,,,,,,,,,-2.6248206,,,,-1.237463195,,,,0.740036687,-0.231656071,-7.369492733,,,,,,,-1.454741903,,
ACH-000775,,,,,,,2.63480116,,,,,0.50579415,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-6.650574091,,,,-4.668660615,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.44571696,-3.344692484,,,,,,,,,,,,,,,,,2.806466678,,-3.492108794,,,,2.043098203,,,,,,,,,,,,,,,
ACH-000776,,,,,,,3.209326104,,,,,-2.216272766,3.003200697,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.920210616,-5.105368318,,-7.309955121,,,,,-7.07722586,,,,-5.195156588,,,,,-0.552128415,,,,,,,,,-0.85057245,,,,,,,3.187726537,,,,,,,,,,,,,,,,1.301379564,,,,,,,,,-0.109097702,,4.180479901,,-1.681281153,,,,,,,,-6.726836392,,,,0.218050653,,,3.213992704,,,,,,,,,,,,-5.611065031,,,,2.757287951,,1.853677539,,,0.067161426,,1.681919476,,2.222199106,,,,,,
ACH-000778,-5.726109946,,2.319115456,-1.836267108,,,,1.551152067,,,,0.583323273,2.071897776,,,,2.186603626,,6.484182792,,,,,,,,1.613406949,,,-1.818766757,,,,,,3.262377473,,1.774294733,,2.543302883,,4.856358143,,,,-5.171450636,,-6.176256966,,,,,,,,,,,,,,-3.290237055,-0.799437515,,,,2.325800267,-5.925100604,,,,,,,,,,,,,,,,,,,,,,,,,,-2.017965513,,,,,,,,,,,3.663725047,,-0.352612873,,,1.754887924,0.554446399,,,,-7.769490208,2.96231336,,3.132314567,,,,2.757047928,,,-0.897794624,,-0.093336645,,2.179549291,,,,,-5.035370435,,,,1.914842533,,,,,,,,,3.291860685,,,,0.5548829,,
ACH-000781,-5.286431169,,1.72985936,-2.512463748,,,,,,,,-1.316730491,3.12960748,,,,,,6.407092459,,,,,,,-3.419890475,1.196911084,,,3.224712494,,,,,,,,,,,,,,,,-4.651016362,0.115922831,,,,,,-3.334385649,,,,,,,,,-0.821995473,-0.705856355,,,,,,,,,,,,,,,2.601374553,,,,,,,,,3.216106993,,,,,,,-0.684970443,-0.806579524,-0.37372372,,,,,,,,,,,0.097063488,,,2.301154841,0.499821817,,,,-5.334965315,,,,2.651372628,,,2.409447268,,,-1.352301327,,0.346446355,,,,,,,-5.941929405,,,,0.262979262,,2.037949777,,,,,,,,,,,,,
ACH-000783,,,,,,,,1.545818643,,,,,,,2.709509169,,,,,,,,,2.390929491,,,1.280425369,,,2.872918687,,,,,,,,,,,,4.531039793,,,,,,,,,,,-4.068356594,,,,,,,,,-0.612974412,,,1.71641118,,,,,,,,,,,,,2.743131769,,,,,,,,,,,,,-0.075354834,,,,,,,,,,,,,,,,-0.502767327,,,,1.733893701,,,,-6.515999701,-0.777627522,,0.484617876,,2.076283969,,3.166298077,0.926228297,,-0.477369596,,0.540448511,,,,,3.068035897,,,,,,3.230774818,,,,,,,,1.102661523,,,,,2.884374326,,
ACH-000784,,,,,,,,2.168932613,,,,2.374723076,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.239015814,,,-5.857234935,,,,,-7.148491553,,,,,,,,,,,,,,3.30037388,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3.800753657,,,,,,,,,,,,,,,,,3.183183732,,1.979691503,,,,,,,,,,,,,,,,,,,
ACH-000786,-5.159920848,-5.546924052,,,,,2.758707716,1.819968592,,,,-0.86761171,,,,,1.708399919,,6.369019654,,,,,,,,,,,-0.512199,,,,,,2.831234797,,1.664876342,1.604777091,,,2.615389095,,1.958404226,0.182089857,-5.627348951,-1.465733551,-7.342991428,,,,,,3.167282461,0.302476104,,,,,,,-4.075385342,-0.704207494,,3.312771961,,2.777959873,,,,,5.912383226,0.052036316,,,-0.11531993,,2.073597035,,,,1.95100049,,,,,2.770239009,,,,,2.560831434,,-1.823466106,-3.977702191,-5.244700322,,,,,-5.015013963,-5.226239013,-2.702243439,,1.900564387,,-2.870442499,,,3.129116686,1.614109055,,,,-8.66583578,3.22003002,,,,,,3.214269544,,,2.507285982,,,,3.240398422,,,,,-1.886094404,,,,0.386975136,,,,,,-7.108453179,,2.953260366,3.205020856,,,,,,
ACH-000787,,,,,-8.610637195,,2.214645466,2.153243641,,,,0.218504791,3.020486924,,,,2.432114306,,6.56556408,,,,,,,-2.205581642,,,,0.907418518,,-2.453511808,-8.071534699,,,3.233478533,,,,1.881478191,,,,,-0.117317073,-4.984395534,,-7.417425948,,,,,,,2.220345315,,,,,,,-0.453253694,-0.184125101,,,,3.107876492,-4.117220548,,,,,,,,,,2.336089369,,,,,,1.611064378,,,3.301653116,,,,,,,,-0.286157369,-1.461150753,,,,,-0.76213524,,,,,,-2.628067584,,,3.159896921,1.09894713,,,,-7.316621934,3.304682472,,,,,,2.153970965,,,,,-0.101163063,,2.962554812,,,,,-6.254840462,,,,-0.158002679,,,,,,,3.154791374,,2.810198252,,,,2.424765159,,
ACH-000788,,-8.192868789,,,-9.946658421,,2.930706727,2.041364482,,,,-0.12072498,2.605764802,,,,1.757171722,,6.246643115,,,,,,,-4.399426154,2.140931415,,,-0.047026364,,,-8.173572244,,,3.294764879,,,,,,4.827191494,,,0.232949902,-4.12329273,,-7.501152395,,,2.436546994,0.380829809,,,,,,,,,,-3.518754527,-1.470909339,,,,3.218021017,-6.778492497,,,,,2.990716545,,,,3.266748717,3.067893585,,,,,,,,,,,,,,,,,-0.864020919,,,,,,-5.466312531,,-2.181378726,,3.842004226,,-1.627743782,,,3.26880794,0.544372887,,,,-8.192992728,,,,2.088364643,,,3.185424001,,,-0.446466518,,-1.209208903,,3.150950747,3.012410691,,,,,,,,1.559682476,,3.249627803,,,,-7.805527746,,2.993497703,1.504145769,,,,,,
ACH-000789,,,,,,,3.058963415,0.768498993,,,,-0.018520256,2.769937253,,,,1.908982196,,5.830598666,,,,,,,,,,,1.876097583,,,,,,1.721380789,,,,,,,,,-0.200252664,-5.508940034,,-5.957092571,,,,,-8.714021803,,,,,,,,,-0.67902885,,,,,,,,,,,2.011545317,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.066068358,,,,4.11492661,,-1.813725291,,,3.170933132,,,,2.94174468,-6.086969543,,,,,,,2.975469659,,,,,-0.76554481,,,,,3.021776295,,,,,,2.156439478,,,,,,,,,,,,,,,
ACH-000790,,-7.761810615,,,-7.75852366,,0.316889314,1.705170953,,,,-0.189442754,1.834075401,,,,2.307981072,,,,,,,,,,,,,1.81625837,,,,,,2.420428685,,,,,,,,,0.32847676,-4.931807962,,-7.366649147,,,,0.529478625,-7.497094419,,,,,,,,,,,,,,3.199946398,,,,,,2.037057653,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3.501137484,-6.347074582,-2.174562578,,,,-1.196750006,,,2.825789585,1.277492728,,,0.532866032,-5.534535711,,,,,,,2.750414973,,,2.269992836,,-1.768801999,,,,,2.355044665,,-3.563004351,,,,2.539400866,,,,,,-4.589890597,3.181409935,,,,,,,,
ACH-000792,,-6.23856743,,,,,2.382738133,1.679423381,,,,-0.503512816,2.583726565,,,,0.352525515,,6.518474206,,,,,,,-5.434745378,0.113029467,,,2.416939047,,,-6.699447667,,,3.124380336,,,,2.480219355,,4.85435882,,,-0.37492083,-3.848033532,-4.291528463,-7.06150132,,,,,,,,,,,,,,-1.808218275,-0.173535779,,,,1.952710728,-4.432364385,,,,,,,,,,,,,,,,,,,,,,,,,,-0.390894381,1.014187005,,,,,,-3.351281939,,-1.214801312,,,,0.314316517,,,2.651119877,0.167867103,,,3.27510001,-8.670401918,,,3.170874429,0.750921069,,,2.809362881,,,-2.146451507,,-0.446125124,,3.161073244,,,,,-5.281149579,,,,1.544200535,,2.687686157,,,,-4.273336693,2.630863764,2.328410741,2.891455531,,,,2.797633505,,
ACH-000793,,,,,,,2.81860116,2.87955927,,,,,,,,,,,,,,0.613406435,,,,,,,,2.183588649,,,,,,,,,,,,,,,,,,-6.228698601,,,,,-6.439860358,,1.562571074,,,,,,,,,,,,,,,,,,,,,,,,1.225441367,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.846043619,,,,,,,,,,,,,,,0.838957077,,,,,,,,,,,,-6.075486269,,,,2.989108941,,,,,,,,,2.066932348,,,,,,
ACH-000794,-5.732693317,-9.142465169,,0.145288081,-9.249062742,,2.850483017,2.117524305,,,,0.861961174,2.430874767,,,,3.176758186,,6.273857448,,,-5.058846867,,,,,2.936681635,,,2.187135025,,,-8.414115604,,,,,0.976036488,,,,,,,1.643176033,-6.339894863,-4.927426388,-5.966564277,,,,0.869614354,-5.017637485,,0.440068874,,,,,,,-1.85200339,,,,,3.088416488,-4.961885328,,0.01117847,,,,,,,,2.445682391,,,,,,,,,,,,,0.131959882,,,-3.405621461,-2.667179178,-3.119802668,,2.689384581,,,-8.100763781,,-4.474065705,,4.224093826,,-0.204918578,,,3.216782688,0.404538687,,,2.823554274,-7.08195851,,,,2.262134544,,,2.547212698,,,0.313060845,,-1.432123551,,,,,2.868809662,,-3.909465437,,,,1.698519865,,,,,,-6.483135701,,,,,,,,,
ACH-000795,-6.47312997,-7.860195118,,-1.912310999,-7.760667406,,-2.297255344,-0.448397447,,,,-1.518927151,1.351871153,,,,2.591010507,,,,,,,,,,,,,1.875208195,,,-6.77902279,,,1.595470769,,0.558141763,,,,3.787221604,,,-1.249626939,-5.519494805,-1.348646286,-7.687440117,,,,0.360790266,,,,,,,,,,-3.193755152,-1.157345535,,,,2.99475112,,,,,6.638375763,-0.638390392,,,,,2.096408642,,,,2.252186645,,-0.795063656,,,,,,,,,,-5.83772984,-2.462690881,-4.235781389,,1.875398421,2.619037509,,-7.739067483,-7.664565958,-2.284930323,,3.035424189,,-4.069548736,,2.904123234,1.75503279,0.289234194,2.685263743,-0.515693595,-1.995253749,-6.195228091,,,,1.971473525,,,1.991682923,,,,,1.095261982,,1.976102646,,,3.216021023,,-5.201914598,,2.777293317,,-0.83799935,,,,,,-8.025669417,2.792833512,,3.174594387,,,,,,
ACH-000798,,,,,,,0.560758834,1.631125169,,,,0.913251737,2.238569646,,,,2.548117447,,,,,,,,,,,,,-0.922640993,,,,,,3.13322293,,,,,,,,,1.001111978,-5.108740465,,-7.364603475,,,,1.358892085,,,,,,,,,,-1.699212219,,,,,,-3.1252552,,,,,2.992154441,,,,,,,,,,,,,,,,,,,,,-2.997725597,-0.060510728,,,,,,1.418273428,,,,4.115245813,,1.020026199,,3.90645403,2.538746846,1.918057413,,,,-8.820712603,,,,,,,3.293058545,,,1.867547634,,-0.402617564,,,,,,,,,,,0.419179811,,,,,,,,,2.056450179,,,,,1.415288609,
ACH-000800,,-10.80095795,,,-9.20065703,,1.236569538,1.12513597,,,,0.017807096,,,,,1.074401092,,6.474641908,,,,,,,,1.91791299,,,1.232247006,,,-8.076879071,,,3.185122605,,,,,,3.697688069,,,-0.806870183,-5.272680511,,-8.332698823,,,,0.580493256,,2.658822245,-0.790355303,,,,,,,,,,,,2.238548987,,,3.198061696,,,0.477563032,,,,,1.334604639,,,,,,1.280799214,,,,,,,,,,-1.103772032,,-0.599094275,,-0.430331824,,,,-8.212954824,-3.538305611,,3.098193565,,-0.689170874,,,2.301907167,0.236659747,,,2.803616118,-8.114374473,,,,2.40849087,,,2.430368584,,,0.425029926,,-1.370086318,,2.20007293,,,,,-5.073925568,,,,-0.946142764,,1.835385825,,,,-8.914189339,,1.855378072,1.66309429,,,,,,
ACH-000802,,-9.223560114,1.558504179,-1.766725129,-9.549113561,,,2.162242493,,,,-0.153834746,,,,,1.53340263,,5.384828803,,,,,,,,2.814718978,,,0.294786678,,,-7.205921309,,,2.78993059,,1.235838524,,2.151611617,,,,,0.606582672,-5.360463564,-7.096383059,-8.556158995,,,,0.19989864,-6.865860253,,,,-3.574459227,,,,,-2.239567091,-1.376425092,,,,2.011605967,,,,0.231414714,,,,,,3.212771052,2.29365222,,,,,,,,,,,,,,,,-3.568405927,-3.044036362,-0.98014658,,,,,-6.745350144,-7.198908232,-1.131523452,,3.003688925,,-1.54715131,,,2.444788588,0.590366301,0.608643143,,2.798754352,-8.28000091,,,,1.371371067,,,2.5065616,,,1.041721795,,-1.507928235,,2.124194798,3.318145676,,1.693753788,,,,,,1.2732571,,3.272788995,,,,-6.629804901,2.757968261,,2.934765382,,,,,,
ACH-000803,-5.094880857,,,-3.728599842,,,-0.682999246,1.476780649,,,,0.547609994,,,,,,,,,,,,,,,,,,,,,,,,,,1.705251273,3.034231995,3.037761922,,,,,,,,,,,,,,,,3.261429751,,,,,,-3.157472546,,,,,,,,,,,2.06720818,,,,,,,,,,,,,,,,,,,,,-1.627542267,,,,,,,,,,,,,-0.015411789,,,3.177942558,,,,0.088185828,-6.784215345,,,,,,,2.236770598,,,,,0.940081472,,2.60653682,,,2.604945386,,-0.865481396,,,,,,,,,,,,3.1549006,,,,,,,
ACH-000804,,,,,,,2.539490604,1.916960773,,,,,2.291422839,,,,,,,,,,,,,,,,,,,,,,,2.215528321,,,,1.618489985,,,,,,,,-6.824847492,,,,,,,,,,,,,,-1.896059696,2.842435179,,,,,,,1.738076454,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.934282271,,,,,,,3.133984923,,,,2.229074557,,,0.070141082,,-0.625096895,,,,,1.972697765,,-5.417444347,,,,1.918245514,,,,,,,,2.140211841,,,,,,,
ACH-000805,,,,,,,,,,,,-1.985751902,,,,,,,6.278348741,,,,,,,,,,-3.548763159,,,,,,,3.217213895,,,,,,,,,,-4.835950953,-5.840285292,-7.53008727,,,,,-5.567528139,,,,-7.601012039,,,,,-2.553595892,-1.094493564,,,,,,,,-1.701781852,,,,,,3.276901511,3.207127011,,,,,,,,,,,,,,,,,,,,,,,,,,,4.290833389,,-2.555379473,,,2.700009643,,0.103172259,,,-7.555864222,,,,,,,2.942668056,,,,,0.827585918,,3.030552945,,,2.236332986,,,,,,2.623301051,,,,,,,,,1.031175553,,,,,,
ACH-000806,-7.138857646,-7.388306369,,,,,2.09709293,1.226810994,,,,-1.637981819,2.826103803,,,,0.309469099,2.287636901,5.942869793,,,,,,,,,,,0.581712341,1.183353644,,,,,1.996054935,,,,2.460186102,,4.431805675,,,-2.40600512,-5.593465417,-6.702066917,-8.577500884,,,,2.316352992,-5.900095115,3.019249487,-0.36645754,0.890292505,,,,,,-2.823020986,-0.735276261,,,,,,,,,6.089981305,0.940436134,,,0.424355306,1.937253887,2.419749373,,,,,,0.550545975,,,2.103123264,,,,,,,-4.274590377,-3.326088822,-3.705579657,,,,,-7.179248787,-5.368501353,-3.650946125,,4.058480639,,-1.619212317,,3.38241954,2.314904516,1.420509004,,,,-6.928852286,,,,1.142459459,,,2.905126318,,,,,-1.280011581,,,,,2.2137401,,-6.277096595,,,,2.484369513,,,,2.278653935,0.030617597,-3.510459581,,,,,,,,,
ACH-000809,,,,,,,,2.597986689,,,,2.110254985,,,,,2.961286725,,,,,,,,,,2.619096926,,,,,,,,,2.508787074,,,,3.25763404,,,,,,,,-7.358504284,,,,,,,,,,,,,,,,,,,2.864203443,,,,,,,,,,,3.213993161,,,,,,,,,,,,,,,,0.192235781,,1.178266603,,,,,,,,,,,,,,,2.132361165,,,,-5.48817307,,,,,,,2.942237404,,,0.669995234,,,,3.188661256,,,3.131117445,,-6.527294477,,,,1.738898569,,,,,,,,,3.251132621,,,,,,
ACH-000811,,,,,,,,3.250753365,,,,2.425046308,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-5.777605732,,,,,-6.65307843,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.875175498,,,,-2.40139894,,,,,,,,,,,,,,,,,,,-6.15889909,,,,3.072134971,,,,,,,,,,,,,,,
ACH-000815,-3.400301938,-8.944566071,,,-7.668280534,,,1.763595703,,,,0.265082725,2.848760628,,,,0.296310653,3.229752867,,,,,,,,,,,,,,,,,,2.454729876,,,2.459673015,,,,,,-1.307890469,-4.462715804,,-7.937288946,,,,-0.327422848,,2.433292663,0.096620573,,,,,,,-2.964370608,1.220019712,,,,,-4.889108032,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-4.436111647,-4.560416045,-3.060469127,,,,,,,3.056227217,0.351796928,,,,-7.65387883,,,,2.902444642,,,,,,,,1.054151638,,,,,,,-2.547768136,,,,,,,,,,-7.721172936,,,,,,,,,
ACH-000816,,-9.204792591,,,-9.48560063,,-0.484473744,1.368138976,,,,-0.208077681,1.340795389,,,,1.994814208,,,,,-2.849959783,,,,,,,,1.634178686,,,-8.504525563,,,3.141772951,,,3.246255627,,,3.575447128,,,-0.381293089,-5.200210224,,-6.91715061,,,,0.073684825,-8.18583172,3.132502482,-1.200105041,,,,,,,-0.50071902,,,,,,,,,,,1.523377727,,,,2.915201246,1.426802489,,,,,,,,,2.301214196,,,,,,,1.515224354,,,,,,,-6.121554019,,-2.912439245,,2.806958333,,-2.739349619,,4.030542936,2.39050977,0.101634362,,,-1.608232299,-5.254747653,,,,,,,3.191393845,,,,,-1.049406668,,2.961289303,,,,,,,-2.321373783,,-0.896748152,,,,,,-7.997396503,3.280854456,,,,,,,,
ACH-000817,-4.654641774,-7.8759725,,,-9.371512303,,-0.809187407,0.26372739,,,,-1.639638525,2.602165748,,,,1.504196516,,6.551514009,,,,,,,,,,,1.527792889,3.668383566,,-8.245786427,,,2.036855246,,,1.715062112,,,4.005207017,,,1.100656436,-5.455570108,-4.830199832,-8.58432623,,,,1.112567627,,3.102731663,0.046182802,,,,,,,-3.655592083,1.662549499,,,,,-4.896514042,,,,,0.397021441,,,2.286893143,,-2.236311057,,,,2.610264735,,2.421219134,,,2.81084158,,,,,2.979534495,,0.776527636,-1.081472502,0.755046784,,,,,-7.534467443,,-3.152374403,,3.411326325,,-1.640468794,,,2.236126824,0.770588529,,,-0.206871027,-10.13693245,,,,0.932296492,,,3.116385229,,,0.32716533,,0.281783197,,2.878439419,,,,,,,,,2.735211019,,2.626714341,,,,-8.0688268,,,,,,,,,
ACH-000818,,,,,,,,,,,,,,,,3.14976508,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACH-000819,,,,,,,,1.91075822,,,,-0.864294522,3.160430693,,,,1.822480505,,,,,,,,,,2.679229995,,,2.051378821,,,,,,2.815301477,,,,2.368735306,,,,,0.501896697,,,-8.046909886,,,,3.184347337,,,,,,,,,,-0.87726469,-0.981862674,,,,3.210162706,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.008092839,,,1.103132774,,,,,,,,,,,,2.718829326,1.076873729,,,2.815715317,-7.706800256,,,,1.059448499,,,3.007360328,,,0.697956779,,-0.140555718,,2.948754316,,,2.536526021,,,,,,1.984962882,,,,,,,,,,,,,,,
ACH-000821,,-5.092936932,,,,,2.799785456,2.042120882,,,,-1.101941024,2.204527591,,,,1.167387898,,6.072693924,,,,,,,,,,,2.310708556,,,,,,3.28681636,,,,,,,,,-1.551392,-4.937438312,-2.393228959,-7.549495976,,,,,,,1.870177407,,,,,,,-1.15441684,,,,,,,,,,,1.016689332,,,2.31609232,,3.215781819,,,,,,,,,,,,,,,,-0.038822891,0.259871883,-0.393765746,,,,,-3.871209294,-4.684092365,-1.680044866,,,,0.409408738,,,3.316832531,,,,2.009937298,-7.044694287,,,,,,,,,,,,0.646233774,,2.885933324,,,1.215753458,,,,,,2.130439275,,2.162141073,,-0.669678933,,-6.708237324,,,,,2.687869343,,,,
ACH-000822,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.088458235,,,,,,,,,,,,,,,,-4.504520303,-2.271437458,,,,,,,,,,,,,,,-1.474225488,,,3.302873268,,2.296330114,,,,,,,,,,2.292017959,,,,,,,,,,3.193623902,,,,,,,,,,,,,,,,,,,,0.744516179,,,,,,,,,3.264052239,,,,,,2.994628145,,,,,,,2.783651499,,,3.234912076,,-3.704715864,,,,2.183519446,,,,,,,,2.277257458,2.06728387,,,,,,
ACH-000823,,,1.245648344,,,,,2.065150264,,,,-3.078221855,,,,,0.470315101,,6.459355097,,,,,,,-2.49131481,3.07069588,,,0.060418149,,,,,,3.24340081,,,,,,,,,-0.863362067,-5.690408242,,-7.144228334,,,,,,3.311804854,,,,,,,,-1.474169236,0.033549152,,0.458972082,,1.711671988,-5.083755747,,,,,,,,2.023128911,1.985725956,1.106300477,,,,3.14682269,,,,,,,,,,,,,,,,0.240264715,,,,,,,3.964112553,,1.815438072,,,1.862741411,2.454420054,,,,-8.737273513,,,,-1.099315075,,,2.753289043,0.713962463,,-0.711593929,,0.079797393,,3.19779173,,,2.1160683,,-5.337589542,,,,2.710129417,,3.257511534,,0.304444452,,,,1.385462501,3.111631493,,1.446616786,,,,
ACH-000824,-5.084740374,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-6.08402158,,,,,,,,,,,,,,,,,,,,,,,,,,,1.778827403,,,0.550332321,3.092629102,2.690818638,,,,,,,,,3.00213419,,,,,,,-3.612746172,-0.767218275,-2.411972522,,,,,-7.370422025,,-2.822511959,,,,-3.420586921,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
